Date,Corridor,Delay_Type,Minutes_Delayed
2023-07-13,Mountain,signal,26.0
2023-07-13,Mountain,accident,33.0
2023-07-13,Valley,mechanical,31.0
2023-07-13,Valley, weather ,26.0
2023-07-13,Valley,traffic,25.0
2023-07-13,Valley,staff,30.0
2023-07-13,Valley,signal,
2023-07-13,Valley,accident,30.0
2023-07-14,North-South, weather ,39.0
2023-07-14,North-South,staff,40.0
2023-07-14,North-South,accident,32.0
2023-07-14,East-West,mechanical,23.0
2023-07-14,East-West, weather ,43.0
2023-07-14,East-West,traffic,45.0
2023-07-14,East-West,staff,45.0
2023-07-14,East-West,signal,27.0
2023-07-14,East-West,accident,33.0
2023-07-14,Central,mechanical,35.0
2023-07-14,Central, weather ,48.0
2023-07-14,Central,traffic,42.0
2023-07-14,Central,staff,35.0
2023-07-14,Central,signal,33.0
2023-07-14,Central,accident,41.0
2023-07-14,Coastal,mechanical,24.0
2023-07-14,Coastal, weather ,40.0
2023-07-14,Coastal,traffic,37.0
2023-07-14,Coastal,staff,42.0
2023-07-14,Coastal,signal,32.0
2023-07-14,Coastal,accident,29.0
2023-07-14,Mountain,mechanical,34.0
2023-07-14,Mountain,traffic,35.0
2023-07-14,Mountain,staff,36.0
2023-07-14,Mountain,signal,32.0
2023-07-14,Mountain,accident,39.0
2023-07-14,Valley,mechanical,31.0
2023-07-14,Valley, weather ,35.0
2023-07-14,Valley,traffic,38.0
2023-07-14,Valley,staff,39.0
2023-07-14,Valley,signal,34.0
2023-07-14,Valley,accident,34.0
2023-07-15,North-South,mechanical,40.0
2023-07-15,North-South,traffic,35.0
2023-07-15,North-South,signal,32.0
2023-07-15,North-South,accident,28.0
2023-07-15,East-West,,35.0
2023-07-15,East-West, weather ,
2023-07-15,East-West,traffic,40.0
2023-07-15,East-West,staff,36.0
2023-07-15,East-West,accident,41.0
2023-07-15,Central,mechanical,35.0
2023-07-15,Central, weather ,28.0
2023-07-15,Central,traffic,26.0
2023-07-15,Central,signal,40.0
2023-07-15,Coastal,,
2023-07-15,Coastal, weather ,33.0
2023-07-15,Coastal,traffic,38.0
2023-07-15,Coastal,staff,36.0
2023-07-15,Coastal,signal,31.0
2023-07-15,Coastal,accident,40.0
2023-07-15,Mountain,mechanical,43.0
2023-07-15,Mountain,traffic,33.0
2023-07-15,Mountain,staff,34.0
2023-07-15,Mountain,signal,32.0
2023-07-15,Mountain,accident,38.0
2023-07-15,Valley,mechanical,42.0
2023-07-15,Valley, weather ,29.0
2023-07-15,Valley,signal,37.0
2023-07-15,Valley,accident,31.0
2023-07-16,North-South,mechanical,38.0
2023-07-16,North-South, weather ,35.0
2023-07-16,North-South,traffic,39.0
2023-07-16,North-South,signal,40.0
2023-07-16,North-South,accident,43.0
2023-07-16,East-West,mechanical,41.0
2023-07-16,East-West,traffic,30.0
2023-07-16,East-West,staff,33.0
2023-07-16,East-West,signal,35.0
2023-07-16,East-West,accident,38.0
2023-07-16,Central,mechanical,41.0
2023-07-16,Central, weather ,32.0
2023-07-16,Central,traffic,28.0
2023-07-16,Central,staff,28.0
2023-07-16,Central,signal,37.0
2023-07-16,Coastal,mechanical,35.0
2023-07-16,Coastal, weather ,27.0
2023-07-16,Coastal,traffic,29.0
2023-07-16,Coastal,staff,29.0
2023-07-16,Coastal,signal,33.0
2023-07-16,Coastal,accident,35.0
2023-07-16,Mountain,mechanical,39.0
2023-07-16,Mountain,staff,40.0
2023-07-16,Mountain,signal,32.0
2023-07-16,Valley,mechanical,
2023-07-16,Valley, weather ,41.0
2023-07-16,Valley,traffic,40.0
2023-07-16,Valley,staff,29.0
2023-07-16,Valley,signal,28.0
2023-07-16,Valley,accident,30.0
2023-07-17,North-South,mechanical,36.0
2023-07-17,North-South, weather ,44.0
2023-07-17,North-South,traffic,36.0
2023-07-17,North-South,staff,31.0
2023-07-17,North-South,signal,33.0
2023-07-17,North-South,accident,
2023-07-17,East-West,mechanical,35.0
2023-07-17,East-West, weather ,45.0
2023-07-17,East-West,staff,29.0
2023-07-17,East-West,accident,37.0
2023-07-17,Central,mechanical,33.0
2023-07-17,Central, weather ,44.0
2023-07-17,Central,traffic,36.0
2023-07-17,Central,staff,51.0
2023-07-17,Central,accident,29.0
2023-07-17,Coastal,mechanical,36.0
2023-07-17,Coastal, weather ,42.0
2023-07-17,Coastal,traffic,43.0
2023-07-17,Coastal,staff,40.0
2023-07-17,Coastal,accident,27.0
2023-07-17,Mountain,mechanical,34.0
2023-07-17,Mountain, weather ,31.0
2023-07-17,Mountain,staff,35.0
2023-07-17,Mountain,signal,34.0
2023-07-17,Mountain,accident,35.0
2023-07-17,Valley,mechanical,39.0
2023-07-17,Valley, weather ,36.0
2023-07-17,Valley,traffic,45.0
2023-07-17,Valley,staff,30.0
2023-07-17,Valley,signal,34.0
2023-07-17,Valley,accident,41.0
2023-07-18,North-South,mechanical,31.0
2023-07-18,North-South, weather ,35.0
2023-07-18,North-South,traffic,42.0
2023-07-18,North-South,staff,34.0
2023-07-18,North-South,signal,39.0
2023-07-18,North-South,accident,34.0
2023-07-18,East-West,mechanical,37.0
2023-07-18,East-West, weather ,30.0
2023-07-18,East-West,traffic,31.0
2023-07-18,East-West,staff,33.0
2023-07-18,East-West,signal,
2023-07-18,East-West,accident,25.0
2023-07-18,Central,,31.0
2023-07-18,Central, weather ,31.0
2023-07-18,Central,traffic,35.0
2023-07-18,Central,staff,36.0
2023-07-18,Central,signal,34.0
2023-07-18,Central,accident,32.0
2023-07-18,Coastal,mechanical,32.0
2023-07-18,Coastal, weather ,33.0
2023-07-18,Coastal,traffic,35.0
2023-07-18,Coastal,staff,37.0
2023-07-18,Coastal,signal,34.0
2023-07-18,Coastal,accident,41.0
2023-07-18,Mountain,mechanical,38.0
2023-07-18,Mountain,,34.0
2023-07-18,Mountain,staff,29.0
2023-07-18,Mountain,accident,30.0
2023-07-18,Valley,mechanical,30.0
2023-07-18,Valley, weather ,40.0
2023-07-18,Valley,traffic,36.0
2023-07-18,Valley,staff,41.0
2023-07-18,Valley,signal,39.0
2023-07-18,Valley,accident,34.0
2023-07-19,North-South,mechanical,35.0
2023-07-19,North-South, weather ,36.0
2023-07-19,North-South,staff,31.0
2023-07-19,North-South,accident,27.0
2023-07-19,East-West,mechanical,39.0
2023-07-19,East-West, weather ,38.0
2023-07-19,East-West,staff,28.0
2023-07-19,East-West,signal,29.0
2023-07-19,East-West,accident,33.0
2023-07-19,Central,mechanical,40.0
2023-07-19,Central, weather ,38.0
2023-07-19,Central,staff,
2023-07-19,Central,accident,36.0
2023-07-19,Coastal,mechanical,34.0
2023-07-19,Coastal, weather ,34.0
2023-07-19,Coastal,traffic,38.0
2023-07-19,Coastal,,26.0
2023-07-19,Coastal,signal,25.0
2023-07-19,Coastal,accident,36.0
2023-07-19,Mountain,mechanical,28.0
2023-07-19,Mountain, weather ,25.0
2023-07-19,Mountain,traffic,34.0
2023-07-19,Mountain,staff,19.0
2023-07-19,Mountain,signal,31.0
2023-07-19,Mountain,accident,
2023-07-19,Valley,mechanical,33.0
2023-07-19,Valley, weather ,40.0
2023-07-19,Valley,traffic,39.0
2023-07-19,Valley,staff,44.0
2023-07-19,Valley,signal,35.0
2023-07-19,Valley,accident,46.0
2023-07-20,North-South, weather ,28.0
2023-07-20,North-South,traffic,28.0
2023-07-20,North-South,staff,36.0
2023-07-20,North-South,signal,33.0
2023-07-20,North-South,accident,35.0
2023-07-20,East-West,mechanical,28.0
2023-07-20,East-West, weather ,23.0
2023-07-20,East-West,staff,34.0
2023-07-20,East-West,signal,36.0
2023-07-20,East-West,accident,40.0
2023-07-20,Central,mechanical,36.0
2023-07-20,Central, weather ,37.0
2023-07-20,Central,traffic,
2023-07-20,Central,staff,42.0
2023-07-20,Central,signal,33.0
2023-07-20,Coastal,mechanical,34.0
2023-07-20,Coastal, weather ,33.0
2023-07-20,Coastal,staff,30.0
2023-07-20,Coastal,signal,
2023-07-20,Coastal,,38.0
2023-07-20,Mountain,mechanical,31.0
2023-07-20,Mountain, weather ,39.0
2023-07-20,Mountain,traffic,40.0
2023-07-20,Mountain,staff,38.0
2023-07-20,Mountain,signal,46.0
2023-07-20,Mountain,accident,30.0
2023-07-20,Valley,mechanical,39.0
2023-07-20,Valley, weather ,
2023-07-20,Valley,traffic,38.0
2023-07-20,Valley,staff,
2023-07-20,Valley,signal,36.0
2023-07-20,Valley,accident,29.0
2023-07-21,North-South,mechanical,31.0
2023-07-21,North-South, weather ,35.0
2023-07-21,North-South,traffic,
2023-07-21,North-South,staff,35.0
2023-07-21,North-South,accident,29.0
2023-07-21,East-West,mechanical,31.0
2023-07-21,East-West, weather ,26.0
2023-07-21,East-West,traffic,27.0
2023-07-21,East-West,signal,32.0
2023-07-21,East-West,accident,35.0
2023-07-21,Central,mechanical,37.0
2023-07-21,Central, weather ,33.0
2023-07-21,Central,traffic,42.0
2023-07-21,Central,staff,35.0
2023-07-21,Central,signal,29.0
2023-07-21,Central,accident,39.0
2023-07-21,Coastal,mechanical,28.0
2023-07-21,Coastal,traffic,33.0
2023-07-21,Coastal,staff,42.0
2023-07-21,Coastal,signal,26.0
2023-07-21,Coastal,,34.0
2023-07-21,Mountain,mechanical,28.0
2023-07-21,Mountain,traffic,30.0
2023-07-21,Mountain,staff,26.0
2023-07-21,Mountain,signal,27.0
2023-07-21,Mountain,accident,45.0
2023-07-21,Valley,mechanical,37.0
2023-07-21,Valley, weather ,45.0
2023-07-21,Valley,traffic,22.0
2023-07-21,Valley,staff,
2023-07-21,Valley,signal,38.0
2023-07-21,Valley,accident,33.0
2023-07-22,North-South,mechanical,31.0
2023-07-22,North-South, weather ,40.0
2023-07-22,North-South,traffic,36.0
2023-07-22,North-South,staff,30.0
2023-07-22,North-South,signal,34.0
2023-07-22,North-South,accident,36.0
2023-07-22,East-West,mechanical,32.0
2023-07-22,East-West,traffic,38.0
2023-07-22,East-West,staff,34.0
2023-07-22,East-West,signal,29.0
2023-07-22,East-West,accident,25.0
2023-07-22,Central,mechanical,36.0
2023-07-22,Central,traffic,40.0
2023-07-22,Central,signal,43.0
2023-07-22,Coastal,mechanical,30.0
2023-07-22,Coastal,traffic,24.0
2023-07-22,Coastal,staff,36.0
2023-07-22,Coastal,signal,35.0
2023-07-22,Coastal,accident,29.0
2023-07-22,Mountain,mechanical,37.0
2023-07-22,Mountain,traffic,42.0
2023-07-22,Mountain,staff,44.0
2023-07-22,Mountain,signal,40.0
2023-07-22,Mountain,accident,31.0
2023-07-22,Valley,,39.0
2023-07-22,Valley, weather ,38.0
2023-07-22,Valley,traffic,46.0
2023-07-22,Valley,staff,38.0
2023-07-22,Valley,signal,48.0
2023-07-22,Valley,accident,35.0
2023-07-23,North-South, weather ,31.0
2023-07-23,North-South,traffic,31.0
2023-07-23,North-South,staff,34.0
2023-07-23,North-South,signal,
2023-07-23,North-South,accident,32.0
2023-07-23,East-West,mechanical,22.0
2023-07-23,East-West, weather ,36.0
2023-07-23,East-West,traffic,29.0
2023-07-23,East-West,staff,39.0
2023-07-23,East-West,signal,47.0
2023-07-23,East-West,accident,32.0
2023-07-23,Central,mechanical,35.0
2023-07-23,Central, weather ,27.0
2023-07-23,Central,traffic,40.0
2023-07-23,Central,staff,34.0
2023-07-23,Central,signal,30.0
2023-07-23,Central,accident,
2023-07-23,Coastal,mechanical,31.0
2023-07-23,Coastal, weather ,31.0
2023-07-23,Coastal,staff,30.0
2023-07-23,Coastal,signal,37.0
2023-07-23,Coastal,accident,34.0
2023-07-23,Mountain,mechanical,35.0
2023-07-23,Mountain, weather ,40.0
2023-07-23,Mountain,traffic,28.0
2023-07-23,Mountain,staff,44.0
2023-07-23,Mountain,signal,42.0
2023-07-23,Mountain,accident,35.0
2023-07-23,Valley,mechanical,42.0
2023-07-23,Valley, weather ,30.0
2023-07-23,Valley,traffic,28.0
2023-07-23,Valley,signal,29.0
2023-07-23,Valley,accident,44.0
2023-07-24,North-South,mechanical,27.0
2023-07-24,North-South, weather ,33.0
2023-07-24,North-South,traffic,
2023-07-24,North-South,staff,35.0
2023-07-24,North-South,signal,28.0
2023-07-24,North-South,accident,40.0
2023-07-24,East-West,mechanical,40.0
2023-07-24,East-West, weather ,29.0
2023-07-24,East-West,traffic,37.0
2023-07-24,East-West,staff,40.0
2023-07-24,East-West,signal,
2023-07-24,East-West,accident,38.0
2023-07-24,Central,mechanical,36.0
2023-07-24,Central, weather ,37.0
2023-07-24,Central,staff,29.0
2023-07-24,Central,signal,30.0
2023-07-24,Coastal,mechanical,33.0
2023-07-24,Coastal, weather ,33.0
2023-07-24,Coastal,traffic,33.0
2023-07-24,Coastal,staff,33.0
2023-07-24,Coastal,signal,44.0
2023-07-24,Coastal,accident,36.0
2023-07-24,Mountain,mechanical,32.0
2023-07-24,Mountain, weather ,38.0
2023-07-24,Mountain,traffic,32.0
2023-07-24,Mountain,staff,43.0
2023-07-24,Mountain,signal,37.0
2023-07-24,Mountain,accident,30.0
2023-07-24,Valley,mechanical,37.0
2023-07-24,Valley, weather ,42.0
2023-07-24,Valley,traffic,29.0
2023-07-24,Valley,staff,29.0
2023-07-24,Valley,signal,39.0
2023-07-24,Valley,accident,40.0
2023-07-25,North-South,mechanical,30.0
2023-07-25,North-South, weather ,37.0
2023-07-25,North-South,staff,36.0
2023-07-25,North-South,signal,35.0
2023-07-25,East-West,mechanical,34.0
2023-07-25,East-West, weather ,38.0
2023-07-25,East-West,traffic,31.0
2023-07-25,East-West,staff,33.0
2023-07-25,East-West,signal,30.0
2023-07-25,East-West,accident,37.0
2023-07-25,Central,mechanical,33.0
2023-07-25,Central, weather ,33.0
2023-07-25,Central,traffic,43.0
2023-07-25,Central,staff,28.0
2023-07-25,Central,signal,41.0
2023-07-25,Coastal,mechanical,42.0
2023-07-25,Coastal, weather ,29.0
2023-07-25,Coastal,traffic,38.0
2023-07-25,Coastal,signal,41.0
2023-07-25,Coastal,accident,41.0
2023-07-25,Mountain,mechanical,43.0
2023-07-25,Mountain, weather ,46.0
2023-07-25,Mountain,staff,30.0
2023-07-25,Mountain,signal,34.0
2023-07-25,Mountain,accident,31.0
2023-07-25,Valley, weather ,
2023-07-25,Valley,traffic,33.0
2023-07-25,Valley,staff,35.0
2023-07-25,Valley,signal,37.0
2023-07-25,Valley,accident,41.0
2023-07-26,North-South,mechanical,45.0
2023-07-26,North-South, weather ,39.0
2023-07-26,North-South,traffic,32.0
2023-07-26,North-South,staff,39.0
2023-07-26,North-South,signal,43.0
2023-07-26,North-South,,38.0
2023-07-26,East-West,mechanical,28.0
2023-07-26,East-West, weather ,35.0
2023-07-26,East-West,staff,32.0
2023-07-26,East-West,signal,30.0
2023-07-26,East-West,accident,45.0
2023-07-26,Central,mechanical,37.0
2023-07-26,Central,traffic,42.0
2023-07-26,Central,staff,36.0
2023-07-26,Central,signal,
2023-07-26,Central,accident,40.0
2023-07-26,Coastal,mechanical,38.0
2023-07-26,Coastal, weather ,42.0
2023-07-26,Coastal,traffic,35.0
2023-07-26,Coastal,staff,34.0
2023-07-26,Coastal,signal,34.0
2023-07-26,Coastal,accident,34.0
2023-07-26,Mountain,,36.0
2023-07-26,Mountain, weather ,29.0
2023-07-26,Mountain,staff,42.0
2023-07-26,Mountain,signal,38.0
2023-07-26,Mountain,accident,29.0
2023-07-26,Valley,mechanical,33.0
2023-07-26,Valley, weather ,41.0
2023-07-26,Valley,traffic,43.0
2023-07-26,Valley,signal,39.0
2023-07-26,Valley,accident,37.0
2023-07-27,North-South,mechanical,35.0
2023-07-27,North-South, weather ,39.0
2023-07-27,North-South,traffic,48.0
2023-07-27,North-South,signal,37.0
2023-07-27,North-South,accident,37.0
2023-07-27,East-West,mechanical,42.0
2023-07-27,East-West, weather ,32.0
2023-07-27,Central, weather ,35.0
2023-07-27,Central,traffic,36.0
2023-07-27,Central,signal,33.0
2023-07-27,Central,accident,33.0
2023-07-27,Coastal,mechanical,33.0
2023-07-27,Coastal, weather ,38.0
2023-07-27,Coastal,traffic,40.0
2023-07-27,Coastal,signal,35.0
2023-07-27,Coastal,accident,31.0
2023-07-27,Mountain,mechanical,43.0
2023-07-27,Mountain, weather ,34.0
2023-07-27,Mountain,traffic,24.0
2023-07-27,Mountain,staff,34.0
2023-07-27,Mountain,signal,33.0
2023-07-27,Mountain,accident,35.0
2023-07-27,Valley,mechanical,40.0
2023-07-27,Valley,accident,35.0
2023-07-28,North-South,mechanical,26.0
2023-07-28,North-South, weather ,44.0
2023-07-28,North-South,traffic,31.0
2023-07-28,North-South,staff,31.0
2023-07-28,North-South,signal,35.0
2023-07-28,North-South,accident,34.0
2023-07-28,East-West,mechanical,39.0
2023-07-28,East-West, weather ,37.0
2023-07-28,East-West,traffic,35.0
2023-07-28,East-West,staff,27.0
2023-07-28,East-West,signal,32.0
2023-07-28,East-West,accident,44.0
2023-07-28,Central,mechanical,44.0
2023-07-28,Central, weather ,35.0
2023-07-28,Central,traffic,40.0
2023-07-28,Central,staff,31.0
2023-07-28,Central,signal,35.0
2023-07-28,Coastal,mechanical,28.0
2023-07-28,Coastal, weather ,42.0
2023-07-28,Coastal,traffic,42.0
2023-07-28,Coastal,staff,29.0
2023-07-28,Coastal,accident,34.0
2023-07-28,Mountain,mechanical,40.0
2023-07-28,Mountain,traffic,46.0
2023-07-28,Mountain,signal,30.0
2023-07-28,Mountain,accident,27.0
2023-07-28,Valley,mechanical,30.0
2023-07-28,Valley, weather ,27.0
2023-07-28,Valley,traffic,38.0
2023-07-28,Valley,staff,38.0
2023-07-28,Valley,signal,27.0
2023-07-28,Valley,accident,28.0
2023-07-29,North-South,mechanical,39.0
2023-07-29,North-South, weather ,36.0
2023-07-29,North-South,traffic,31.0
2023-07-29,North-South,staff,40.0
2023-07-29,North-South,signal,38.0
2023-07-29,North-South,accident,36.0
2023-07-29,East-West,mechanical,31.0
2023-07-29,East-West, weather ,42.0
2023-07-29,East-West,traffic,36.0
2023-07-29,East-West,staff,34.0
2023-07-29,East-West,signal,40.0
2023-07-29,East-West,accident,34.0
2023-07-29,Central,mechanical,37.0
2023-07-29,Central, weather ,43.0
2023-07-29,Central,,34.0
2023-07-29,Central,staff,33.0
2023-07-29,Central,accident,36.0
2023-07-29,Coastal,mechanical,41.0
2023-07-29,Coastal, weather ,34.0
2023-07-29,Coastal,traffic,43.0
2023-07-29,Coastal,staff,31.0
2023-07-29,Coastal,signal,29.0
2023-07-29,Coastal,accident,
2023-07-29,Mountain,mechanical,39.0
2023-07-29,Mountain,,31.0
2023-07-29,Mountain,traffic,32.0
2023-07-29,Mountain,staff,35.0
2023-07-29,Valley,mechanical,38.0
2023-07-29,Valley, weather ,36.0
2023-07-29,Valley,staff,37.0
2023-07-29,Valley,signal,
2023-07-29,Valley,accident,30.0
2023-07-30,North-South,mechanical,44.0
2023-07-30,North-South, weather ,32.0
2023-07-30,North-South,traffic,44.0
2023-07-30,North-South,staff,41.0
2023-07-30,North-South,signal,39.0
2023-07-30,North-South,accident,45.0
2023-07-30,East-West,mechanical,29.0
2023-07-30,East-West, weather ,35.0
2023-07-30,East-West,traffic,31.0
2023-07-30,East-West,staff,42.0
2023-07-30,East-West,signal,37.0
2023-07-30,East-West,accident,32.0
2023-07-30,Central,mechanical,33.0
2023-07-30,Central, weather ,30.0
2023-07-30,Central,traffic,34.0
2023-07-30,Central,staff,36.0
2023-07-30,Central,signal,27.0
2023-07-30,Central,accident,33.0
2023-07-30,Coastal,mechanical,33.0
2023-07-30,Coastal, weather ,40.0
2023-07-30,Coastal,traffic,
2023-07-30,Coastal,staff,35.0
2023-07-30,Coastal,signal,33.0
2023-07-30,Coastal,,
2023-07-30,Mountain,mechanical,45.0
2023-07-30,Mountain, weather ,35.0
2023-07-30,Mountain,traffic,
2023-07-30,Mountain,staff,32.0
2023-07-30,Mountain,signal,
2023-07-30,Valley,mechanical,44.0
2023-07-30,Valley, weather ,34.0
2023-07-30,Valley,traffic,37.0
2023-07-30,Valley,staff,26.0
2023-07-30,Valley,signal,34.0
2023-07-30,Valley,accident,32.0
2023-07-31,North-South,mechanical,38.0
2023-07-31,North-South, weather ,27.0
2023-07-31,North-South,traffic,27.0
2023-07-31,North-South,staff,36.0
2023-07-31,North-South,signal,28.0
2023-07-31,North-South,accident,37.0
2023-07-31,East-West, weather ,36.0
2023-07-31,East-West,staff,33.0
2023-07-31,East-West,signal,44.0
2023-07-31,East-West,accident,27.0
2023-07-31,Central,mechanical,31.0
2023-07-31,Central,staff,37.0
2023-07-31,Central,signal,31.0
2023-07-31,Central,accident,40.0
2023-07-31,Coastal,mechanical,30.0
2023-07-31,Coastal, weather ,29.0
2023-07-31,Coastal,traffic,33.0
2023-07-31,Coastal,staff,28.0
2023-07-31,Coastal,accident,35.0
2023-07-31,Mountain,mechanical,36.0
2023-07-31,Mountain, weather ,34.0
2023-07-31,Mountain,traffic,28.0
2023-07-31,Mountain,staff,43.0
2023-07-31,Mountain,signal,27.0
2023-07-31,Mountain,accident,37.0
2023-07-31,Valley,mechanical,33.0
2023-07-31,Valley,traffic,24.0
2023-07-31,Valley,,25.0
2023-07-31,Valley,signal,40.0
2023-07-31,Valley,accident,26.0
2023-08-01,North-South,mechanical,32.0
2023-08-01,North-South, weather ,31.0
2023-08-01,North-South,traffic,39.0
2023-08-01,North-South,signal,34.0
2023-08-01,North-South,accident,40.0
2023-08-01,East-West,mechanical,43.0
2023-08-01,East-West, weather ,36.0
2023-08-01,East-West,traffic,32.0
2023-08-01,East-West,staff,39.0
2023-08-01,Central,mechanical,28.0
2023-08-01,Central, weather ,29.0
2023-08-01,Central,traffic,29.0
2023-08-01,Central,staff,30.0
2023-08-01,Central,signal,42.0
2023-08-01,Central,accident,36.0
2023-08-01,Coastal, weather ,36.0
2023-08-01,Coastal,traffic,42.0
2023-08-01,Coastal,staff,32.0
2023-08-01,Coastal,signal,
2023-08-01,Coastal,accident,34.0
2023-08-01,Mountain,mechanical,29.0
2023-08-01,Mountain, weather ,25.0
2023-08-01,Mountain,traffic,32.0
2023-08-01,Mountain,staff,39.0
2023-08-01,Mountain,signal,38.0
2023-08-01,Valley, weather ,35.0
2023-08-01,Valley,traffic,42.0
2023-08-01,Valley,staff,31.0
2023-08-01,Valley,signal,21.0
2023-08-02,North-South,mechanical,32.0
2023-08-02,North-South, weather ,31.0
2023-08-02,North-South,traffic,29.0
2023-08-02,North-South,staff,45.0
2023-08-02,North-South,signal,30.0
2023-08-02,North-South,accident,45.0
2023-08-02,East-West,mechanical,40.0
2023-08-02,East-West, weather ,
2023-08-02,East-West,staff,31.0
2023-08-02,East-West,signal,
2023-08-02,Central,mechanical,32.0
2023-08-02,Central, weather ,21.0
2023-08-02,Central,traffic,43.0
2023-08-02,Central,signal,33.0
2023-08-02,Coastal,mechanical,33.0
2023-08-02,Coastal, weather ,31.0
2023-08-02,Coastal,traffic,34.0
2023-08-02,Coastal,signal,36.0
2023-08-02,Coastal,accident,31.0
2023-08-02,Mountain,mechanical,30.0
2023-08-02,Mountain, weather ,35.0
2023-08-02,Mountain,staff,47.0
2023-08-02,Mountain,accident,32.0
2023-08-02,Valley,mechanical,39.0
2023-08-02,Valley, weather ,36.0
2023-08-02,Valley,traffic,36.0
2023-08-02,Valley,staff,36.0
2023-08-02,Valley,signal,38.0
2023-08-02,Valley,accident,36.0
2023-08-03,North-South,mechanical,33.0
2023-08-03,North-South, weather ,
2023-08-03,North-South,traffic,45.0
2023-08-03,North-South,staff,38.0
2023-08-03,North-South,signal,34.0
2023-08-03,North-South,accident,29.0
2023-08-03,East-West, weather ,43.0
2023-08-03,East-West,traffic,35.0
2023-08-03,East-West,staff,39.0
2023-08-03,East-West,accident,37.0
2023-08-03,Central,mechanical,46.0
2023-08-03,Central, weather ,36.0
2023-08-03,Central,traffic,34.0
2023-08-03,Central,staff,53.0
2023-08-03,Central,signal,34.0
2023-08-03,Coastal,mechanical,35.0
2023-08-03,Coastal, weather ,
2023-08-03,Coastal,traffic,30.0
2023-08-03,Coastal,staff,35.0
2023-08-03,Coastal,signal,27.0
2023-08-03,Coastal,accident,40.0
2023-08-03,Mountain,mechanical,38.0
2023-08-03,Mountain, weather ,31.0
2023-08-03,Mountain,traffic,34.0
2023-08-03,Mountain,staff,42.0
2023-08-03,Mountain,signal,39.0
2023-08-03,Mountain,accident,33.0
2023-08-03,Valley,mechanical,
2023-08-03,Valley, weather ,33.0
2023-08-03,Valley,traffic,
2023-08-03,Valley,staff,36.0
2023-08-03,Valley,signal,39.0
2023-08-03,Valley,accident,
2023-08-04,North-South,mechanical,41.0
2023-08-04,North-South, weather ,34.0
2023-08-04,North-South,traffic,33.0
2023-08-04,North-South,staff,27.0
2023-08-04,North-South,signal,25.0
2023-08-04,East-West,mechanical,26.0
2023-08-04,East-West, weather ,31.0
2023-08-04,East-West,traffic,42.0
2023-08-04,East-West,staff,31.0
2023-08-04,East-West,signal,40.0
2023-08-04,East-West,accident,36.0
2023-08-04,Central, weather ,39.0
2023-08-04,Central,traffic,36.0
2023-08-04,Central,staff,31.0
2023-08-04,Central,signal,38.0
2023-08-04,Coastal,mechanical,35.0
2023-08-04,Coastal, weather ,34.0
2023-08-04,Coastal,traffic,37.0
2023-08-04,Coastal,staff,36.0
2023-08-04,Coastal,accident,40.0
2023-08-04,Mountain,mechanical,34.0
2023-08-04,Mountain, weather ,22.0
2023-08-04,Mountain,traffic,33.0
2023-08-04,Mountain,staff,46.0
2023-08-04,Mountain,signal,32.0
2023-08-04,Mountain,accident,41.0
2023-08-04,Valley,mechanical,30.0
2023-08-04,Valley, weather ,35.0
2023-08-04,Valley,traffic,43.0
2023-08-04,Valley,staff,44.0
2023-08-04,Valley,accident,44.0
2023-08-05,North-South,mechanical,30.0
2023-08-05,North-South, weather ,34.0
2023-08-05,North-South,traffic,46.0
2023-08-05,North-South,staff,34.0
2023-08-05,North-South,signal,35.0
2023-08-05,North-South,,40.0
2023-08-05,East-West,mechanical,33.0
2023-08-05,East-West, weather ,36.0
2023-08-05,East-West,traffic,36.0
2023-08-05,East-West,staff,32.0
2023-08-05,East-West,signal,31.0
2023-08-05,East-West,accident,36.0
2023-08-05,Central,mechanical,37.0
2023-08-05,Central, weather ,34.0
2023-08-05,Central,traffic,34.0
2023-08-05,Central,signal,36.0
2023-08-05,Central,accident,36.0
2023-08-05,Coastal,traffic,34.0
2023-08-05,Coastal,signal,28.0
2023-08-05,Mountain,mechanical,32.0
2023-08-05,Mountain, weather ,38.0
2023-08-05,Mountain,staff,36.0
2023-08-05,Mountain,,45.0
2023-08-05,Mountain,accident,38.0
2023-08-05,Valley, weather ,37.0
2023-08-05,Valley,staff,40.0
2023-08-05,Valley,signal,46.0
2023-08-05,Valley,accident,
2023-08-06,North-South,mechanical,51.0
2023-08-06,North-South, weather ,35.0
2023-08-06,North-South,traffic,32.0
2023-08-06,North-South,staff,28.0
2023-08-06,North-South,signal,42.0
2023-08-06,East-West,mechanical,32.0
2023-08-06,East-West, weather ,26.0
2023-08-06,East-West,staff,28.0
2023-08-06,East-West,signal,39.0
2023-08-06,East-West,accident,39.0
2023-08-06,Central,mechanical,34.0
2023-08-06,Central, weather ,35.0
2023-08-06,Central,traffic,32.0
2023-08-06,Central,staff,36.0
2023-08-06,Central,signal,33.0
2023-08-06,Central,accident,38.0
2023-08-06,Coastal,mechanical,32.0
2023-08-06,Coastal,traffic,26.0
2023-08-06,Coastal,signal,39.0
2023-08-06,Coastal,accident,34.0
2023-08-06,Mountain,mechanical,45.0
2023-08-06,Mountain, weather ,29.0
2023-08-06,Mountain,traffic,48.0
2023-08-06,Mountain,staff,38.0
2023-08-06,Mountain,accident,33.0
2023-08-06,Valley,mechanical,45.0
2023-08-06,Valley, weather ,40.0
2023-08-06,Valley,traffic,30.0
2023-08-06,Valley,staff,29.0
